cityid,cidade,lat,long,diasfrom,date,text
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 20:28:36+00:00,eu tô com tosse e c a garganta inflamada mas n sei se foi por virada da estação ou se é coronga
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 20:24:50+00:00,Acordei hoje tendo "sintomas". Tenho uma síndrome de ansiedade que as vezes me dá tortura outras falta de ar... hoje senti algo nas costas e depois um calafrio pronto! Depois de meia hora cai na real. Mas me consultar com um médico online na China me deu uma paz muito grande.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 20:22:03+00:00,Eu não to com falta de ar não né
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 20:21:27+00:00,Fui olhar os seguros de vida e funeral (que tempos!). Eles não cobrem pandemia dengue febre amarela uma pá de coisa. A burguesia não vale nada. 
146,Guarulhos- São Paulo- Brazil,-23.46278,-46.53333,24,2020-03-22 20:18:41+00:00,Vc tá com o vírus ou está chorando cuidado com essa falta de ar  desculpe no Ceará não tem favela demagogia pura !!!
150,São José dos Campos- São Paulo- Brazil,-23.17944,-45.88694,24,2020-03-22 20:16:38+00:00,segurando a tosse em público 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 20:11:21+00:00,O SUS não está testando ninguém para covid-19. Conheço pessoas que estão com os sintomas coriza tosse e falta de ar e foram orientadas a voltar para casa e aguardar ou seja continuam transmitindo. Essas pessoas precisam ser isoladas. Vai dar merda !!
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 20:06:17+00:00,ESTOU INDIGNADA. ..RECEBI NO WATS O SEGUINTE NO MEU BAIRRO TÊM UMA MICRO EMPRESÁRIA QUE ESTÁ IDOLADA NA SUA CASA POR CONTA DO COVID 19.OK E SE ELA TIVER UM ATAQUEDE FALTA DE AR.... MORRERÁ SÓ. ..PQ? NÃO TEM LEITOS NOS HOSPITAIS DE 1 CIDADE COM QUASE 1 MILHÃO DE HABITANTES. .E AI
146,Guarulhos- São Paulo- Brazil,-23.46278,-46.53333,24,2020-03-22 20:05:45+00:00,Ser asmático é assustador pq dá falta de ar do nada e vc pensa “fodeu o corona me achou.”
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:58:58+00:00,Com coriza e febre (36,7). E eu com a minha mãe de 62 anos no quarto do lado. Vai vendo.....
180,São Mateus- São Paulo- Brazil,-23.61205,-46.4732,24,2020-03-22 19:58:25+00:00,Eu tbm minha tosse tem origem conhecida. Refluxo.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:57:49+00:00,Alguém tosse na cara desse aí por favor 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:57:23+00:00,Tô melhor sim já respiro bem melhor. Tô meio "assim" pq não tô curada e já me mandaram pra casa mas disseram que é por causa do risco de pegar coronavirus. Ainda sinto cansaço mas sem falta de ar 
148,Sorocaba- São Paulo- Brazil,-23.50167,-47.45806,24,2020-03-22 19:52:44+00:00,Ser ansiosa no meio da pandemia é sentir falta de ar e n saber se é ansiedade ou corona vírus
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:49:36+00:00,Ê carai parece que minha tosse voltou
151,Barueri- São Paulo- Brazil,-23.51056,-46.87611,24,2020-03-22 19:47:19+00:00,Continue monitorando os sintomas principalmente a febre e tente fazer com que seus pais entendam o isolamento. Logo tomaremos nossa cerveja com a @cacaudisse não esqueça! Fiquem bem!
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:45:54+00:00,Totalmente na merda com essa tosse e essa dor
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:42:44+00:00,agora as crises de ansiedade vem com um bônus de merda que é ter falta de ar e começar a ouvir a cardi b gritando COROUNA VAIRUS na minha cabeça
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:38:47+00:00,Dps lavei o quintal minha mãe olhou pra mim e perguntou tá com febre ?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:31:53+00:00,Ruim de ter rinite é que eu não sei se essa tosse é a alergia ou uma possível gripe
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:30:23+00:00,Minha família fez um bolinho pra minha priminha eu to com tanto medo que só o fato de está em casa com a minha família estou com falta de ar.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:24:30+00:00,Vovô tá delirando. É febre? Curta a sua quarentena aí
150,São José dos Campos- São Paulo- Brazil,-23.17944,-45.88694,24,2020-03-22 19:20:15+00:00,quando começar a dar falta de ar
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:19:34+00:00,Momentos em que @hinayoshihara nos agraciou com sua fofura: https://febreteen.com.br/2020/03/momentos-em-que-hina-yoshihara-nos-agraciou-com-sua-fofura/ RT #NowUnitedNoDomingoShow
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:18:45+00:00,Só procure em caso de falta de ar e febre. Do contrário se preserve.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:17:20+00:00,Estou com febre
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:17:18+00:00,#Edicao15 minha irmã tem HIV e está com uma leve falta de ar. Ela está em isolamento desde segunda. Toma os medicamentos regularmente. Em qual momento ela deve procurar um hospital? Quero levá-la agora mas ela não quer sobrecarregar o sistema de saúde.
0,São Paulo- São Paulo- Brazil,-22.0,-49.0,24,2020-03-22 19:15:33+00:00,Depois de meses esse é o primeiro final de semana que eu não vejo a Carol e o Lu e eu já to começando a ter sintomas de abstinência febre tremedeira
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:13:38+00:00,Ministério da saúde fazendo anúncio pra febre amarela em meio a surto de corona vírus e a coisa mais burra que vc acha que vai ver hj mas tem mais porque bolsonaro não cala a boca 
151,Barueri- São Paulo- Brazil,-23.51056,-46.87611,24,2020-03-22 19:12:35+00:00,Sim estou tossindo a exatamente 1 mês. Essa tosse me desanima demais.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:10:35+00:00,que frioooo será que to com febre
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:05:57+00:00,Bacurau ainda está com uma produção e captação de áudio boa. Uns filmes do cinema pernambucanos mais antigos tinha que assistir usando fones de ouvido legendado e voltando várias cenas pra entender direito o que estava sendo dito tipo no filme A febre do rato.
181,Capão Redondo- São Paulo- Brazil,-23.65507,-47.63244,24,2020-03-22 19:03:44+00:00,Cada tosse que eu dou já fico paranóica achando que to com corona vírus
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 19:03:16+00:00,E ontem eu vi O homem invisível. Gente que agoniaaaaaaaa esse filme. N sabia se tava com falta de ar ou com corona aí quando acabou descobri que atacou minha ansiedade.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:58:33+00:00,Vi sobre: Peste Negra Varíola Gripe Espanhola Sarampo Sars Gripe H1N1 Gripe Aviária Febre Amarela Malária...
148,Sorocaba- São Paulo- Brazil,-23.50167,-47.45806,24,2020-03-22 18:57:37+00:00,Fui agita o xarope de tosse pra eu toma esqueci que tava aberto sorte que tinha pouco
146,Guarulhos- São Paulo- Brazil,-23.46278,-46.53333,24,2020-03-22 18:55:37+00:00,To amiga mas to melhorando juro!! Eu tenho certeza que é gripe porque eu sempre fico com tosse alérgica é normal quando muda o tempo. Mas to observando bem meus sintomas o app disse que são sintomas leves pra eu me tratar em casa é o que to fazendo.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:54:54+00:00,Desde que eu li que a forma severa do corona é como se você tivesse se afogando eu comecei a ter asma DE NOVO. Tenho tido falta de ar toda vez que eu começo a ficar nervosa ):
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:42:19+00:00,Oi Clau. Cortou o café? Melhorou da falta de ar?
152,Jundiaí- São Paulo- Brazil,-23.18639,-46.88417,24,2020-03-22 18:41:39+00:00,gente eu to com febre senhor me proteja pufavo
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:37:05+00:00,Sou asmática e só de ler essas matérias já me dá falta de ar
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:35:37+00:00,com tosse e a garganta meio ruim já no meu último suspiro de vida
146,Guarulhos- São Paulo- Brazil,-23.46278,-46.53333,24,2020-03-22 18:34:28+00:00,eu to com mt tosse dor no corpo dor de cabeça e coriza... não sei se é de tanto ficar deitado com o ventilador na cara ou sei lá
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:30:54+00:00,Ceis são muito guei
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:30:00+00:00,#CNNtodosjuntos Pergunta ao ministro se esses vôos ao chegar em solo brasileiro. Se vai tr 1 efetivo controle d medição da febre etc... pois esses brasileiros vêem do epicentro do vírus. Pois SP e Rio até ontem zero controle. Q é um absurdo ainda tm várias falhas.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:26:57+00:00,Uma vida baseada em estar trancafiada no quarto com febre e seguir todas as correntes do instagram
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:25:29+00:00,Ana Hickmann diz que está com suspeita de coronavírus. Por apresentar sintomas como febre e cansaço ela ficará isolada em quarto longe do filho e do marido -&gt; https://bit.ly/2U9ICfo
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:21:31+00:00,Now United se apresenta no @PgmDomingoShow e @NoahUrrea canta música brasileira: https://febreteen.com.br/2020/03/now-united-se-apresenta-no-domingo-show-e-noah-urrea-canta-musica-brasileira-no-programa/ RT #NowUnitedNoDomingoShow
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:16:09+00:00,1 semana com febre que nunca passa e não sei porque diabos não deixam eu ir fazer um exame de sangue pqp
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:16:05+00:00,Que desgraça? Parece que tem que escolher entre malária febre amarela zica vírus e corona
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:15:55+00:00,eu já tava tendo crise de falta de ar ainda antes do corona e agr tá cada dia pior e vamos de
146,Guarulhos- São Paulo- Brazil,-23.46278,-46.53333,24,2020-03-22 18:13:41+00:00,Ué se culpando a China ja chamam de xenófobo. Se culpar a Africa por Cólera Febre Tifoide Chikungunya Febre Hemorrágica Aids e outras doenças vindas de lá capaz de vcs chamarem essas pessoas de racistas.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:12:34+00:00,Gente BBB não é um concurso pra quem é a pessoa mais versátil e boazinha. Eu gosto da Manu mas ela só ganharia se fossem esses os critérios...
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:12:12+00:00,Ele pode chamar até de uma simples tosse ou de um mero assopro. Ele é o presidente da república. Você é um lunático oportunista e nada muda isso. Seu otário não sente vergonha de ficar fazendo politicagem perante uma situação dessas em vez de juntar forças com ele? LUNÁTICO!
160,Carapicuíba- São Paulo- Brazil,-23.52272,-46.835,24,2020-03-22 18:10:41+00:00,"Ain vou morrer sem role" ce vai morrer é de falta de ar na porra do corredor do upa krl
148,Sorocaba- São Paulo- Brazil,-23.50167,-47.45806,24,2020-03-22 18:07:31+00:00,Falta de ar não né ?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:05:51+00:00,Sem contar que nem quando a vizinha morreu com febre amarela ninguem fez nada
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:04:49+00:00,Mais pra falar tanta merda deve ter feito um estoque de papel higiênico cagando pela a boca que Deus te proteja dessa febre aftosa.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 18:02:50+00:00,Enquanto isso no Brasil a falha de sao paulo nem notícia mulher cai no chão com falta de ar corona vírus chega com força na zona sul e sudeste agora Kenedy sao caetano 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:59:08+00:00,Hahahah boa Chico. A torcida tá subindo a cabeça da galera.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:55:58+00:00,vi um vídeo de um cara sendo levado pelo samu com falta de ar e puta que pariu que angústia
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:54:27+00:00,Flay x prior sabugo e Ivy. Qualquer cenário possível é top pois prior e flay eliminam esses dois sem dó
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:51:59+00:00,grita que ta com coronavirus tosse bem alto espirra
155,Osasco- São Paulo- Brazil,-23.5325,-46.79167,24,2020-03-22 17:50:39+00:00,Eu morrendo de falta de ar
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:49:23+00:00,Com febre a oito dias
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:46:02+00:00,amigos.....to achando que vou ficar com febre.....
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,19,2020-03-17 22:16:19+00:00,tá com febre?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:36:07+00:00,Eu acho a vida algo muito injusto... vocês já pararam pra pensar numa coisa!? você está ai mto bem obrigado curtindo a quarentena uma hora dessa com a sua família rindo estudando comendo RESPIRANDO sem dor nenhuma,zoando... mas tem alguém neste momento com falta de ar+
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:35:35+00:00,Atendimento importante e fundamental! Tem gente como eu principalmente após ouvir ler e assistir notícias nas rádios jornais e TVs que fica com falta de ar de tensão e já acha que é o coronavírus. Fui no hospital e recebi um calmante! 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:35:33+00:00,no unibus de cuiaba pra sapezal a gente foi parado em tga todo mundo teve q descer do onibus pra medir a febre e ver se tava tudo ok 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:34:51+00:00,Quem contraiu coronavirus tá por acaso com peste bubônica gripe espanhola? Tá no máximo com febre tosse gripe O QUE TODO MUNDO JÁ TEVE NA VIDA E ESTAMOS TODOS AQUI Mas não adianta o histerismo domina. Isso irá acabar.E quero ver o destino dos propagandistas do caos após isso
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:33:50+00:00,Falta de ar vem e vai. Leve dor no peito vem e vai. Dor de cabeça leve vem as vezes. Cada qual a seu momento. Temperatura abaixo dos 36° Garganta 100% Tosse zero. Não é COVID-19 Ansiedade atacando com força.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:29:37+00:00,Exato apenas 10 a 15% ficam mais graves eles só estão testando quem está com falta de ar e sintomas mais sérios e/ou internados... então é bem por aí mesmo
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:29:14+00:00,e vamos de febre por questões emocionais
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:25:05+00:00,Saliva espirros tosse contato com pessoas infectadas e em superfícies contaminadas são as principais formas de transmissão do coronavírus. Por isso é importante tomar cuidados básicos de higiene como lavar as mãos com água e sabonete por pelo menos 20 segundos. Previna-se. 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:21:54+00:00,... os três disseram que não era nada falaram que era resfriado gripe comum alergia. Era sinusite não foi tratada e virou pneumonia. Aí chegou num grau que eu não conseguia mais falar de falta de ar meus pais me levaram pro hospital e antibiótico na veia que me ajudou.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:18:39+00:00,Menina e eu não fiquei 3 dias na UTI semana passada? Com suspeita de covid. Pensa num apavoro. Cheguei ontem em casa. Tô com pneumonia "normal" mas era tanta falta de ar que me colocaram logo na UTI. Tava doente desde dia 4 passei em 3 médicos...
148,Sorocaba- São Paulo- Brazil,-23.50167,-47.45806,24,2020-03-22 17:08:38+00:00,Vem catarro na real Sla foda-se N tô com febre Febre é sintoma comum
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 17:06:23+00:00,eu acho q nao eh nada pq corona da febre e tosse seca ne eu to todo constipado e a temperatura mais baixa q o normal entao ne
148,Sorocaba- São Paulo- Brazil,-23.50167,-47.45806,24,2020-03-22 17:05:10+00:00,Minha tosse tá seca
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:58:07+00:00,Porque digo isso? Estou com uma virose sem febre tosse fraca e dor de garganta desde segunda..estou tratando como uma virose: analgésico repouso alimentação. Estou bem melhor. Lembre que 80% das pessoas não terão sintomas ou terão sintomas leves.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:57:42+00:00,tosse infeliz
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:56:30+00:00,Minha mãe: “Acordou bem?” Eu: “Tô com dor no peito e falta de ar ainda e rossindo bastante” Ela: “Ai Julia mas a última vez que você não estava assim foi com seis meses de idade”
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:54:12+00:00,Não não procure não! O sinal de alerta é falta de ar. Mesmo sendo Covid19 não há o que fazer a não ser tratar sintomas já que não existe remédio. Pode voltar pior. Mas se sentir falta de ar sim vá ao médico.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:51:34+00:00,Acordo e descubro que minha vó teve falta de ar na madrugada inteira não posso ir na casa dela ver como ela esta pois se ela tiver Corona é perigoso para minha mãe que tbm é área de risco.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:50:02+00:00,Kkkkkkk Falar que Bolsonaro é o inteligente sinal que a febre deve tá muita alta está delirando melhor ir a uma unid médica urgente kkkkkkkk
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:49:50+00:00,Nesse silêncio cabem todas as palavras De xingamento #BBB2020
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:48:12+00:00,já sentia dor no peito e falta de ar antes aí agora eu fico paranoica
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:47:20+00:00,Do socialismo utópico ao socialismo científico do Hengels
150,São José dos Campos- São Paulo- Brazil,-23.17944,-45.88694,24,2020-03-22 16:46:21+00:00,Ela tá começando a ter muitos sintomas: dor no corpo cabeça doendo MT garganta doendo e tossinha começando a ter febre
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:44:28+00:00,O mais estranho quando a gente tá assistindo a reportagem sobre o covid 19 é que da falta de ar dor de garganta a cabeça dói kkkk . Nossa mente é muito louca 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:43:03+00:00,Pode sim miga. Mas você ta podendo ficar de quarentena? Fique que ai não vai ter nenhum problema. Só monitorando os seus sintomas em casa mesmo... ir pro hospital só se tiver com febre ou falta de ar. Vai dar tudo certo 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:41:02+00:00,eu estava exatamente assim pior tossia por conta da falta de ar meu eu hipocondriaco ja havia me diagnosticado. 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:35:14+00:00,Estou com falta de ar de medo de falta ar.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:29:13+00:00,Aquele momento que vc tem uma crise de ansiedade e fica com falta de ar e já pensa que é corona já passa um filme na cabeça.
54,Bragança Paulista- São Paulo- Brazil,-22.9527,-46.54418,24,2020-03-22 16:28:44+00:00,De dia fico deboa aí chega à noite já vem ansiedade falta de ar medo se eu espirro entao fudeu já acho que vou matar todo mundo que amo
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:28:05+00:00,acordei derretendo de febre
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:27:45+00:00,Cuidado amigo essa tosse mata
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:26:37+00:00,Tô com falta de ar e o causador n é o corona 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:24:13+00:00,tosse na cara dele
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:22:46+00:00,Nossa como eu odeio vcs !
150,São José dos Campos- São Paulo- Brazil,-23.17944,-45.88694,24,2020-03-22 16:21:23+00:00,O principal hospital da minha cidade (São José dos Campos) com os portões fechados e uma equipe de enfermeiros fazendo triagem na calçada pra avaliar doenças menos graves como: dor de cabeça febre diarreia - sim ainda tem gente procurando hospitais pra isso. Tá grave não né?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:16:33+00:00,Para meu!
148,Sorocaba- São Paulo- Brazil,-23.50167,-47.45806,24,2020-03-22 16:16:23+00:00,talvez eu ainda esteja doente pq tô com uma leve febre rsrsrs desespero
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:13:37+00:00,A única reforma econômica necessária é aquela que coloca os meios de produção nas mãos dos trabalhadores. Esse post do Prata é ruim. O "tratamento" para "baixar a febre" é tortura.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:12:34+00:00,A Mary Mallon em 1900 antes de passar febre tifoide pra metade de Nova York 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:12:25+00:00,Caraio li um livro. Fazia muito tempo que não lia um livro. E o pior tô indo pro segundo kkk
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:11:07+00:00,Estou assim também A noite  sinto falta de ar dor de barriga quando durmo ,sonho que tudo que esta acontecendo é mentira aí acordo e vejo que é real não está fácil
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:08:53+00:00,se uma pessoa tiver só com falta de ar deve se preocupar?
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:08:17+00:00,Tem razão! É que no meu caso dor de garganta nem tosse produtiva são sintomas comuns. Mas com certeza melhor pecar pelo excesso.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:07:28+00:00,"Admitir que uma pessoa que aplaude torturadores seja presidente porque fará reformas econômicas é como levar os filhos num pediatra sabiamente pedófilo porque é um médico competente. Abusou do meu filho? Sim abusou é o jeitão dele mas a febre ó baixou que é uma beleza".
148,Sorocaba- São Paulo- Brazil,-23.50167,-47.45806,24,2020-03-22 16:05:53+00:00,Tô mto triste com isso pq ontem eu tava bem... E hj voltou com força alguns sintomas específicos... Dor de cabeça dor no corpo nariz congestionado e dificuldade pra respirar.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:04:31+00:00,eu to com tanta falta de ar meu deus
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:03:19+00:00,Reposted from mukiskykennel Reposted from prefeituradelondrina Os principais sintomas do coronavírus conhecidos até o momento são: febre tosse e dificuldade para respirar. Saiba com quais sintomas deve procurar um… https://www.instagram.com/p/B-Cruo1gZ-O/?igshid=pnilk4p0aq6a
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:02:09+00:00,charlie puth nossa eu babo completamente nesse homem
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:00:18+00:00,Imagina que legal todo mundo com coronavírus indo aos postos de saúde pra tomar vacina de febre amarela! Parabéns governo Bolsonaro hahaha 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 16:00:07+00:00,Minha piada preferida de coronga é: Antes a gente tossia pra disfarçar o peido Agora a gente peida pra disfarçar a tosse
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:59:29+00:00,Minha tia com uma puta tosse começa a tossir na minha direção Peço tranquila pra ela colocar a mão na frente Ela ignora e tosse mais na minha direção 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:58:02+00:00,A próxima consulta é em um mês mas dependendo a situação ela vai me ligar e ver a urgência do acompanhamento. Recomendou que caso eu tenha necessidade de usar remédios para crise de bronquite e não apresente sintomas como febre posso usar.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:57:07+00:00,Pra quem está esperando o #NowUnitedNoDomingoShow assiste lá o vídeo que fizemos com o @NowUnitedMusic recriando os TikToks mais difíceis do mundo que quando chegar a 850 mil views vamos anunciar o dia que soltaremos nosso vídeo com a @diarrasylla https://youtu.be/Vg0fDSDOuYI
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:56:25+00:00,ai não não (ainda bem) é tosse alérgica devido à zazá minha gata eu acho pq ta saindo catarro junto e tals
152,Jundiaí- São Paulo- Brazil,-23.18639,-46.88417,24,2020-03-22 15:55:54+00:00,e ontem eu e meu irmao f1 ai eu começo a tossir né e ele: ai caraio sai daqui corona. e eu: calmaaaa essa tosse aqui é das antiga tenho desde os 17
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:55:39+00:00,Se for aquela tosse de rasgar a garganta Corre
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:50:45+00:00,Isso não valeeee
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:49:47+00:00,Na madrugada de ontem tive uma falta de ar fodida. Literalmente chorei de medo porque sou cardíaco e se eu estiver com o covidinho fudeu. Mas graças a Deus passou depois de dar uma distraída tomando um chazinho. É o medo é notícia vídeo e post sobre é o pânico...
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:49:15+00:00,Sagas e filmes incríveis para você maratonar durante a quarentena! https://febreteen.com.br/2020/03/sagas-incriveis-para-voce-maratonar-durante-a-quarentena/ RT
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:48:44+00:00,Mas assim sem desespero eu real to tranquilo pois só to com um incômodo na garganta e uma tosse fraca mas semana retrasada eu tava com isso tbm e era só uma friagem. Eu vou é esperar pra ver
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:46:49+00:00,Nunca que é eu e o Lucas é vc e a Vitória.
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:46:21+00:00,O papel higiênico é o que mais tem saída por um simples motivo enquanto 1 tosse 10 se borram todo. 
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:46:06+00:00,eu fui comprar cigarro e nossa que falta de ar
0,São Paulo- São Paulo- Brazil,-23.5475,-46.63611,24,2020-03-22 15:42:06+00:00,Como estamos nessa quarentena!! Mas já estamos aqui na frente da TV esperando o @NowUnitedMusic no @PgmDomingoShow e vocês??? #NowUnitedNoDomingoShow
